company,tier,amount_usd,total_funding,latest_round,key_investors,people,cohorts,company_info,homepage
OpenRouter,Tier 1,173000000,$173 million,"Series B round of $113 million on May 26, 2026, led by CapitalG (Alphabet's growth fund) with participation from NVentures, ServiceNow Ventures, MongoDB Ventures, Snowflake Ventures, Databricks Ventures, and others.","CapitalG, Andreessen Horowitz, Menlo Ventures, Sequoia Capital, NVentures, ServiceNow Ventures, MongoDB Ventures, Snowflake Ventures, Databricks Ventures, AMP PBC, Pace Capital, Fred Ehrsam",4,"registrants,speakers","OpenRouter is a platform that provides a unified API and marketplace for accessing and integrating multiple large language models (LLMs) from various providers. It simplifies AI model management by offering features like auto-routing, fallback models, and multimodal support, serving developers, data scientists, and enterprises.",https://openrouter.ai/
Humax,Tier 1,171390000,$171.39M over 3 rounds,"Series C for $166.53M on September 18, 2019",Not specified in the available information,1,registrants,"Humax is a total mobility solutions and services provider founded in 1989, offering advanced technologies including mobility services, device and hub platforms, connected car products, and IoT solutions. It operates globally with 20 overseas subsidiaries and serves major broadcasting companies, mobile carriers, and vehicle brands worldwide.",https://www.humaxmobility.com
Verda Cloud Oy,Tier 1,170000000,Approximately $170 million,"$117 million funding round in 2026 led by Lifeline Ventures with participation from byFounders, Tesi, Varma, and debt financing from Nordic financial institutions","Lifeline Ventures, byFounders, Tesi, Varma, Nordic financial institutions",2,registrants,"Verda Cloud Oy, formerly known as DataCrunch, is a Helsinki-based AI cloud infrastructure company founded in 2020. It provides GPU-accelerated virtual machines, bare metal servers, instant clusters, and high-performance storage services tailored for AI workloads. The company operates data centers in Finland powered by 100% renewable energy and offers a vertically integrated AI cloud platform with developer-friendly access via dashboards and APIs.",https://verda.com/
Eclairion,Tier 1,167000000,$167 million,"Series D round on February 11, 2025, raising $51.6 million","Tikehau Capital, Omnes Capital",3,registrants,"Eclairion is a digital infrastructure provider specializing in hosting supercomputers and high-density artificial intelligence workloads. The company designs and builds bespoke, modular hardware environments and next-generation data centers tailored to the specific architectural needs of its clients.",https://www.eclairion.com
Virtuos,Tier 1,165000000,$165 million,"Private Equity round of $150 million on September 7, 2021","Baring Private Equity Asia, 3D Capital Partners, Legend Capital, Xuhui Venture Capital",1,cxo,"Virtuos is a leading global video game development company founded in 2004, headquartered in Singapore with offices across Asia, Europe, and North America. It specializes in full-cycle game development and AAA 3D art production for consoles, PC, and mobile games, serving top developers and publishers worldwide.",https://www.virtuosgames.com/
LILT,Tier 1,164000000,$164M,"Series D for $45.42M on June 10, 2025","Intel Capital, Sequoia Capital, Four Rivers Group, Redpoint Ventures, XSeed Capital",4,registrants,"LILT is an artificial intelligence company that provides computer-assisted translation software and localization solutions. It utilizes a 'human-in-the-loop' system, combining contextual AI models with human verification to deliver enterprise-grade translations in more than 70 languages.",https://lilt.com/
Aston Martin Formula One Team,Tier 1,162000000,"Approximately $147 million raised, with recent fundraising efforts including over $162 million through stake sales and investments by chairman Lawrence Stroll and others.",Recent funding includes a $162 million raise through sale of minority stake in the F1 team and investment from Lawrence Stroll's consortium in 2025.,"Lawrence Stroll, Yew Tree Consortium, Arctos Sports Partners, Saudi Aramco",1,registrants,"Aston Martin Formula One Team is a British Formula One constructor based in Silverstone, United Kingdom. It competes in the FIA Formula One World Championship using Mercedes power units and is owned by Canadian businessman Lawrence Stroll. The team has a rich legacy in Formula One, having returned to the sport in 2021 after a long hiatus, and operates a state-of-the-art factory focused on performance, sustainability, and wellbeing.",https://www.astonmartinf1.com/en-GB
SuperOne Inc.,Tier 1,161000000,$161M,,"Inovia Capital, Lion Capital, Telstra Ventures",1,registrants,"SuperOne Inc. is reported to be a company involved in a controversial rebranding to Superlabs AS in Norway, associated with allegations of being a Ponzi scheme and pushing a worthless token. The company is described as led by unknown people and using money for unknown purposes.",
Stanford Medical / Life Time Holdings,Tier 1,160200000,"Stanford University School of Medicine has raised $160.2M over 6 rounds, including a $70M grant in October 2024. Stanford Health Care itself is part of Stanford University and its endowment and funding are managed as part of the university's investment portfolio.","Grant - IV for $70M on October 24, 2024 (Stanford University School of Medicine)",Not applicable as Stanford Health Care is part of Stanford University and funded through university endowment and grants.,1,registrants,"Stanford Health Care is a leading medical institution providing general acute care and tertiary medical services including cancer care, neurosciences, cardiovascular medicine, surgery, organ transplant, and primary care. It is affiliated with Stanford University School of Medicine and serves patients locally, nationally, and internationally.",https://stanfordhealthcare.org/
Loopstr Agency,Tier 1,160000000,$160M,"Series C, $95M, Apr 17, 2026","Valor Equity Partners, Valor Atreides AI Fund, 8VC, Founders Fund, Index Ventures, J.P. Morgan",1,registrants,"Loopstr is an agency that decodes, builds, and shapes new ways to reach the new generation (GenZ). Originally focused on gaming, the agency pivoted to specialize fully in tech and AI influencer marketing.",https://loopstr.fr/
GroundTruth by GAT,Tier 1,158000000,$158M,"Series F, $18M, Jul 11, 2018","IVP, The Private Shares Fund, Acumen Ventures, Arcturus Capital, Atlanta Tech Village, Emergence Equity Management",1,registrants,"Global App Testing (GAT) is a crowdtesting company that helps enterprise software leaders release faster, optimize for growth, and deliver product-market fit. It operates with over 120,000 professional evaluators across 190+ countries.",https://www.globalapptesting.com
Hammerspace,Tier 1,157000000,$157.0 million,$100.0 million Series B in April 2025,"Altimeter Capital, ARK Invest, Prosperity7 Ventures (Saudi Aramco), Pier 88 Ventures, E1 Ventures, Founder Collective, K2 Global, Point72 Ventures, Snowpoint Ventures, Virginia Venture Partners, Worldview Capital",9,"registrants,speakers","Hammerspace provides a high-performance global data orchestration platform designed to unify unstructured file and object storage silos into a single global namespace. This allows organizations to access, manage, and migrate data seamlessly across on-premises data centers, edge environments, and public clouds.",https://hammerspace.com/
Kernel,Tier 1,153000000,$153M,"Series A, $53M, July 2020","Accel, Y Combinator, Cintrifuse Capital, Refinery Ventures, Vercel Ventures, SV Angel, Paul Graham, Solomon Hykes, David Cramer",2,registrants,Kernel is a neuroimaging company focused on making clinical neuroimaging accessible for patients by moving the field out of research institutes and specialized hospitals and into more ordinary point of care settings.,
"Modular, Inc.",Tier 1,150000000,$150M+,"Series C, $120M, 2023","Andreessen Horowitz, Sequoia Capital, Greylock Partners",1,registrants,"Modular, Inc. is a leading AI inference company focused on advancing artificial intelligence technology. The company specializes in cloud and AI infrastructure solutions to support scalable AI applications.",https://modular.com
Rabobank,Tier 1,150000000,€150M,"Series A, €150M, January 2024","Balderton, HV, Speedinvest",1,registrants,"Rabobank is a Dutch multinational banking and financial services company headquartered in Utrecht, Netherlands, serving over 9 million customers in 34 countries.",https://www.rabobank.com/
Writer,Tier 1,150000000,$150M Series C in November 2024,"Series C, $150M, November 2024",Balderton Capital,1,speakers,"Writer is a full stack generative AI company for the enterprise, providing a platform that includes transparent large language models, a knowledge graph, customizable AI guardrails, and development tools to enable AI-first workflows across businesses.",https://writer.com
Hyve,Tier 1,148900000,$148.9M,$20M strategic investment round (most recent),"Not explicitly listed, but includes major strategic investors involved in recent funding rounds",3,registrants,"Hyve Group is an international organizer of exhibitions and conferences, operating over 130 trade events annually across 14 countries. It serves various sectors including interiors, food and drink, oil and energy, travel, logistics, mining, healthcare, and automotive, providing platforms for networking, learning, and business growth.",https://hyve.group/
