first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Hanel,Baveja,Partner,Creandum,,"Hanel Baveja is a Partner at Creandum, an early stage venture firm that has backed companies like Lovable, Modal, Black Forest Labs, Spotify, and Klarna. She was previously an investor at Insight Partners and Union Square Ventures in NYC before moving to London four years ago to help Creandum establish its London office.",https://brella-assets.brella.io/uploads/speaker/photo/410755/e23baab17b359.jpg,410755
Haseeb,Budhani,Co-Founder & CEO,Rafay,,"Haseeb Budhani is the CEO and co-founder of Rafay Systems. He previously co-founded and led Soha Systems, which was acquired by Akamai Technologies, where he later served as Vice President of Enterprise Strategy. Haseeb has also held executive and leadership roles at Infineta Systems, NET, and several other technology companies. He holds an MBA from UC Berkeley’s Haas School of Business and a B.S. in Computer Science from the University of Southern California.",https://brella-assets.brella.io/uploads/speaker/photo/412297/6cc43090ca842.jpg,412297
Helena,Chao,"Managing Director, Head of Venture Capital & Crossover Coverage, Investment Banking",BofA securities,,"Helena Chao is a Managing Director, Head of Venture Capital & Crossover Coverage, Investment Banking at Bank of America, where she leads Crossover & Sustainability Investor Coverage. At the intersection of capital and innovation, she works with visionary founders and forward-thinking investors to accelerate breakthroughs in AI, deep tech, and beyond.",https://brella-assets.brella.io/uploads/speaker/photo/410226/8e724303b96c6.jpg,410226
Henri,Delahaye,Co Founder,RAISE & MACHINA,,,https://brella-assets.brella.io/uploads/speaker/photo/410813/087bc8e81bc47.jpg,410813
Hoshik,Kim,SVP Memory System Research,SK,,"Hoshik Kim is Senior Vice President and Fellow at Memory SystemsResearch, SK hynix Inc., where he leads research and pathfinding in memorysystems architecture and software solution for data centers at scale as well as edge devices. His current research interests focus on next-generationmemory systems for AI and HPC, which include memory expansion, tiering,pooling and sharing as well as computational memory/storage solutions suchas PIM/PNM, custom HBM, etc. He is also interested in advanced packagingand emerging interconnect technologies for better compute and memoryintegration.Prior to joining SK hynix, he worked for Intel and LG Electronics, where hegained broad experiences in architecture, design, verification and electronicdesign automation (EDA) for microprocessors, SoC’s and IP’s. Hoshikreceived B.S. from Yonsei University, Seoul, Korea and M.S. and Ph.D. fromUniversity of Southern California, all in Electrical Engineering. He is alsoserving on the Board of Directors for Semiconductor Research Corporation(SRC).",https://brella-assets.brella.io/uploads/speaker/photo/410248/8b9ee97d93adb.jpg,410248
Iain,Martin,Senior Editor,Forbes,,"Iain Martin is a senior editor with Forbes and covers AI, startups, and edits the Midas List ranking of the world’s best venture capital investors. Prior to joining Forbes, Iain worked for the journalism startup Storyful (acquired News Corp) as its Asia Editor from its Hong Kong bureau, and started his career as a financial journalist in London.",https://brella-assets.brella.io/uploads/speaker/photo/411813/e8aed15ff5c0f.jpg,411813
Ioannis,Antonoglou,Co-Founder & CTO,Reflection AI,,"Ioannis Antonoglou is the co-founder and Chief Technology Officer of Reflection, where he leads the development of superintelligent coding agents that are transforming software development through robust code understanding. As a founding engineer at Google DeepMind, he was instrumental in creating some of the most revolutionary AI systems in history, serving as a core architect behind AlphaGo (the first AI to defeat a world champion Go player), AlphaZero (which mastered multiple games through pure self-play), and MuZero (which learned to plan in unknown environments). He also led RLHF training for Google's flagship LLM, Gemini. These breakthroughs fundamentally redefined the boundaries of artificial intelligence and demonstrated how AI could transcend human intuition through computational creativity.",https://brella-assets.brella.io/uploads/speaker/photo/405087/d7a3eea6175d5.jpg,405087
Ion,Stoica,Co-Founder,Arena,,"Ion Stoica is a Professor in the EECS Department at the University of California, Berkeley, where he holds the Xu Bao Chancellor Chair and directs the Sky Computing Lab. He is also Executive Chairman of Databricks and Anyscale, and has co-founded several successful infrastructure companies including Conviva, Databricks, Anyscale, and Arena. Ion's research focuses on AI systems, distributed computing, and cloud infrastructure. He has helped lead the development of widely used open-source tools including Apache Spark, Ray, vLLM, SkyPilot, and Chatbot Arena.",https://brella-assets.brella.io/uploads/speaker/photo/405201/9f39e04c8dff7.jpg,405201
Ishan,Mukherjee,Co-Founder and CEO,Rox Data Corp,,"Ishan Mukherjee is the Co-Founder and CEO of Rox Data Corp, a Sequoia-backed AI sales productivity platform. He previously served as Chief Growth Officer at New Relic, where he scaled the self-serve business from $0 to $100M ARR, and founded Pixie Labs (acquired by New Relic). Ishan has also held leadership roles at Apple, Amazon Robotics, and other high-growth technology companies.",https://brella-assets.brella.io/uploads/speaker/photo/405169/6298e797fc60c.jpg,405169
Ivan,Burazin,CEO & Co-Founder,Daytona,,"Ivan Burazin is the co-founder and CEO of Daytona, one of the fastest-growing infrastructure companies of its generation. Daytona is building agent-native cloud infrastructure that enables AI agents to securely run, fork, and manage stateful runtime environments at scale. Backed by $31M, including a $24M Series A led by FirstMark Capital, Daytona powers millions of sandboxes per day for startups and Fortune 500 companies building autonomous AI systems. Previously, Ivan co-founded Codeanywhere, one of the first cloud IDEs (2009), and created Shift, Europe’s leading developer conference, acquired by Infobip in 2021. He later joined Infobip’s executive board as Chief Developer Experience Officer.",https://brella-assets.brella.io/uploads/speaker/photo/405104/e57090ca46028.jpg,405104
Jacob,Wallenberg,Vice President of International,RAMP,,"Jacob Wallenberg is the Vice President of International at Ramp, a financial operations platform designed to save companies time and money. Prior to this role, Jacob was the first hire on Ramp's Risk team and led the People & Talent function as the company scaled from 100 to 1,200 employees. Before joining Ramp, he worked in consulting at McKinsey and co-founded and worked at startups in New York. A University of Pennsylvania graduate, Jacob was born in Sweden and also serves on the board of EQT.",https://brella-assets.brella.io/uploads/speaker/photo/412720/24359fd9a5a7b.jpg,412720
Jake,Stauch,CEO & Co-Founder,Serval,,"Jake Stauch is the co-founder and CEO of Serval, the AI-native automation platform that lets enterprise teams turn a single sentence into a published workflow. Serval has raised $127 million from Sequoia, Redpoint, and General Catalyst, reaching a $1 billion valuation in under 18 months.",https://brella-assets.brella.io/uploads/speaker/photo/408419/6449a23543490.jpg,408419
James,Day,EMEA Alliances Director,VAST Data,,"Jimmy Day leads VAST Data's AI Alliances business across EMEA, driving strategic partnerships with customers, technology partners, cloud providers, and systems integrators to accelerate enterprise AI adoption across the region.With more than 20 years of experience building and scaling technology businesses, Jimmy has held leadership roles across VAST Data, NetApp, Nebulon (acquired by NVIDIA), SolidFire (acquired by NetApp) and Hewlett Packard Enterprise. He has successfully launched new markets, built high-performing teams, and delivered consistent revenue growth across UK, EMEA, and global organisations.",https://brella-assets.brella.io/uploads/speaker/photo/411065/0fcd800f6884a.jpg,411065
